id,title,city,street,phone,website,google_place_id,treatment_category,claimed
83253a32-861f-4c07-bd62-1a1def7adf30,Aspire Hair Loss Studio,Bradford,7 Parry Ln,+44 1274 297613,http://www.aspirehairstudio.co.uk/,ChIJf4VqWWThe0gR7fxiWAZhpqQ,Both,NO
4642a549-0e50-429b-b513-fbd75368e50d,Personalise By Design Limited,Braintree,25 St Mary's Cl,+44 7507 299206,https://www.personalisebydesign.co.uk/,ChIJaSCXlw752EcRx_aEDtrP2lE,Cosmetic Systems,NO
aea565e3-c0bc-4ecc-91e6-a79e1aa96d5d,SCALP INK SOUTH WEST,Bridgwater,24 Manor Park,+44 7538 894333,https://www.facebook.com/SCINKSW/,ChIJQ5BZwQcHckgRRZoWZG0qCPQ,Advanced Scalp Therapies,NO
eba21530-29ef-43c6-8799-917176b8cf5d,Hair Replacement Lounge,Brierley Hill,80 High St,+44 7800 855928,,ChIJYfSqK4CRcEgRUqw87UIP69Q,Cosmetic Systems,NO
8a9614e0-0e0d-41be-8caa-b1f27163a647,Crowns Brighton,Brighton and Hove,"9-10 Cranbourne St, Brighton and Hove",+44 1273 710928,http://www.crownsbrighton.co.uk/,ChIJL5QxmQyFdUgR02KCRbROSYc,General Salon,NO
1b66bafa-5b35-4a0b-b8e5-30afd599158b,The SMP Artist,Brighton and Hove,"Woodingdean, Brighton and Hove",+44 7715 281216,http://www.thesmpartist.co.uk/,ChIJE-55JueHdUgRKoN9R6IEu-4,Cosmetic Systems,NO
54a559d3-4955-4e47-b266-755f91d90aa1,Hair In Xs,Brighton and Hove,"23 Whitehawk Rd, Brighton and Hove",+44 1273 602507,,ChIJTfbRYMSFdUgRXG1yrt0isfA,,NO
e9c19454-611e-4909-8aae-b7d865f57c78,HouseofHair Bristol,Bristol,3 Union St,+44 117 990 2904,http://houseofhairbristol.co.uk/,ChIJ80lTirqPcUgRHwYto_q9D8Y,Cosmetic Systems,NO
a00d4375-6bf1-4848-a563-018f97cb37e3,Scalp Micro Bristol,Bristol,,+44 7902 049233,http://scalpmicrobristol.exclusivesmp.com/,ChIJlVEnhjqPcUgRm2ZvwlTsoic,Both,NO
de6a871e-9941-470c-b3cf-30d3cf13949b,Brandwood Clinic,Bristol,"Studio 3, 3 Berkeley Square",+44 121 296 9280,https://www.brandwoodclinic.com/bristol,ChIJDao2oAuNcUgRroZgJ55BxRY,Cosmetic Systems,NO
1bfc206f-700f-4995-8e0a-cdbd6f8c7576,Hair4all,Bristol,9 Heron Way,+44 117 454 5455,http://hair4alluk.com/,ChIJWVwu0H-ccUgRSDIB3U79Ya0,Cosmetic Systems,NO
e6d92104-6f67-45b3-b0a4-9baf39bf358b,EXPERT BLND,Bromsgrove,8 Beech Rd,+44 7946 752934,http://www.expertblnd.com/,ChIJedTuzlLrcEgRoxpVn5dRGtA,Advanced Scalp Therapies,NO
800aaa2c-de0f-4207-95d1-38ea70b6a503,ST Unique Hair Systems LTD,Burntwood,121 High St,+44 1543 682146,http://www.st-uniquehairsystems.co.uk/,ChIJ0QmreK2hcEgRkwtxyN1uYYw,Cosmetic Systems,NO
f021ac88-4473-4891-9efc-02d433f5138d,Julia O'Dwyer Clinic,Bury Saint Edmunds,17 Privet Way,+44 7756 967824,https://juliaodwyer-clinic.co.uk/,ChIJj69vqshG2EcR3mEnkqnj6Rw,Advanced Scalp Therapies,NO
cba554f4-eaa3-4aff-a17b-1e612c068272,The Scalp Clinic UK,Bury Saint Edmunds,12 Grosvenor House Ct,+44 7931 052680,https://thescalpclinicuk.co.uk/,ChIJm8sjXzVH2EcRLsMBT36muxw,Cosmetic Systems,NO
9d45b686-7206-4e67-99b2-f8541b8a2811,Scalp Solutions International Ltd,Bury Saint Edmunds,17 Privet Way,+44 7756 967824,http://www.julia-odwyer.com/,ChIJ_9X08wBH2EcRLeL0AKjlpf4,Cosmetic Systems,NO
f3ce7511-47be-4e85-9b11-80beaa3e8c57,lustyhair,Camborne,39 Weeth Rd,+44 7855 446603,http://www.lustylocks.co.uk/,ChIJw_z8Hmkha0gRIoo-nxDW7qs,Cosmetic Systems,NO
35329dac-0999-441b-a784-2ec512631a99,Scalptastic,Cambridge,17 Stokes Cl,+44 7398 000240,,ChIJk2z9udPle0gR0deqL0zwQ94,Cosmetic Systems,NO
8caab207-1b91-4971-a7f1-d4ba32cef0c2,hairsystems,Cambridge,43 Weavers Fld,+44 7984 493833,,ChIJb4Z6bmp32EcRFqkH0gxJX8s,Cosmetic Systems,NO
3921aa2b-2ca0-42af-bc01-549a9fd494d8,Instyle Wig Clinic,Canterbury,"Dambridge Oast, Dambridge Farm Rd",+44 1227 720554,,ChIJY81k7Qi03kcRU39pZEpnSUI,Cosmetic Systems,NO
7e4dc7ab-0f5c-41c5-afe4-9eeb106b24ef,The Scalp Clinic,Canterbury,"Lombard House, 12-17 Upper Bridge St",+44 1227 678046,https://www.thescalpclinic.co.uk/,ChIJrY8bjrjL3kcRQNpAC11t-uY,Advanced Scalp Therapies,NO
661377cf-f1cc-4efa-aa22-24b8b83d19ad,Wigs & Hair Loss Services,Canterbury,Giles Ln,+44 7733 399976,https://healthyhair.style/,ChIJ39QKccfL3kcRFneIa5p7jas,Cosmetic Systems,NO
bd3e4632-0893-4749-a1a9-d487358743ea,New Scalp,Cardiff,"113 Cathedral Rd, Pontcanna",+44 7400 363243,https://www.newscalp.co.uk/,ChIJ2w2mmBIbbkgRQiCcMG-krgU,Advanced Scalp Therapies,NO
4ddfdfbd-22df-45f9-931f-efc65073b425,Morgan's Wigs,Chester,Lower Bridge Street,01244 637360,https://www.morganshairsolutions.co.uk/,ChIJ82P0M1ndekgRc032CHfvyzU,Cosmetic Systems,NO
3a66da29-71d2-45a9-b624-f154442aa560,Head of Micro Colchester,Colchester,32 Osborne St,+44 7771 557770,http://www.karen-nicolaou.com/,ChIJqSz1B-IF2UcRioGFxKw2B2w,Cosmetic Systems,NO
b39c168e-a4d1-4b13-8bd9-a961235125a3,Essex hair loss solutions,Colchester,44A St John's St,+44 1206 430025,https://www.essexhairlosssolutions.co.uk/,ChIJzdiGFbkF2UcRTGl_Nk6t8X0,Advanced Scalp Therapies,NO
66efb697-2b7b-4f34-8d2d-161d7f3e2b5c,LaserOne,Colchester,"Suite 4, The Treble Tile",+44 1206 687407,,ChIJh6btSgoD2UcR1v5QBj5juy4,Cosmetic Systems,NO
8ffe6fd3-46b1-4df3-ac4a-a60776ddf4ea,Perfect Tresses,Coventry,"Floor 2, 48 Queen's Rd",+44 7875 463885,http://www.perfecttresses.com/,ChIJqwy5lmtLd0gRnEIMIPzWA64,Cosmetic Systems,NO
631fbb81-4653-482a-8898-330472b5055d,Creative Scalps,Crawley,4&5 Kingsland Court,,https://www.creativescalps.com/,ChIJK1zgRxnudUgRrJwpe7O6TBQ,Advanced Scalp Therapies,NO
a068661e-d12d-4acc-8979-1a12b2951bfd,Embellish hair clinic,Crewe,35A Stewart St,+44 7599 218906,,ChIJq0METXb1ekgRHrnVLhLmHoo,Cosmetic Systems,NO
f87f5b9d-72cf-499e-bcb6-5e21999f2b1d,Capello hair,Derby,48 Queen St,+44 7815 634053,,ChIJORAFE_XxeUgRdPkZ9KPRl6Y,Cosmetic Systems,NO
378e8ca5-ad78-4c62-8d2c-2ce3850e80cf,Jade Samantha,Derby,"Phenix Salon Suites, 1 Springwell Square",+44 7402 881246,http://www.jadesamantha.co.uk/,ChIJmw06CrAt200RhtahUaPDwng,Cosmetic Systems,NO
967a244f-6acd-4483-9a55-8df7bff192e7,SRA Hair Systems,Derby,19 Derby Rd,+44 7983 614026,,ChIJ8Skrs83xeUgRJmIf-1VdETE,Cosmetic Systems,NO
9fee78ca-8d3b-436c-8f84-23e3d848ffc4,La Bella Salon,Didcot,5 Barn Owl Way,+44 7809 727674,,ChIJc45f5L25dkgR3KVzFDTRDoo,Cosmetic Systems,NO
6efb9fe9-bfa1-4670-8fc4-2b98e45ab0d5,Dw Hair Aesthetics,Dundee,"38 Commercial St, Dundee DD1 3EJ",+44 7738 858228,https://www.dwhairaesthetics.co.uk/,ChIJO_VdBetchkgRLKa3SnRM4sw,Cosmetic Systems,NO
88be12b8-49f5-4ac8-84b0-6c1c5cc40469,New U Hair Extensions & Hair Replacement,Durham,5 Cedar Ct,+44 7828 080221,https://newuhair.co.uk/,ChIJpRgijLSJfkgRaGkDZCb8yAU,Cosmetic Systems,NO
05a8853a-fa4e-47eb-935b-193c317d528e,Vicki-Jane Hair Design,Eastleigh,"Vicki-Jane Hair Design, Eastleigh SO50 9BT",07742746324,https://www.vickijanehairdesign.co.uk/,ChIJafPXrPYYxy0RbkhWsAkgfGo,Cosmetic Systems,NO
ca1ec887-da3c-4546-9ace-6f7344d6a776,LVE locks & Accessories,Epping,Unit 8 Hurricane Way,+44 7487 817440,http://www.lve-locks-accessories.com/,ChIJvQ2kMJWZ2EcRotwTxKMdkik,Cosmetic Systems,NO
827bdf1f-6c82-40f5-8343-9a8e06580a24,The Execlusive Barber Club,Exeter,"5 Church St, Heavitree",+44 7949 280095,http://akcuts.co.uk/,ChIJq0EczQWlbUgRrmfmbbZd86k,Cosmetic Systems,NO
fb6ad88e-d11a-4b66-8ba2-c60a65f67f36,Enlighten Hair & Beauty,Fakenham,21 Market Pl,+44 1328 853131,https://www.facebook.com/Enlightenhairandbeautyfakenham/,ChIJsQBpQqp510cRKtWShikbPeE,General Salon,NO
145f5e7f-706e-48b5-8aeb-8e196b7147f1,Lauren Herbert Hairstylist,Frinton-on-Sea,Beverley Dr,+44 7791 567309,,ChIJH6EDHsVt2UcR8FMsyIKzlBM,Cosmetic Systems,NO
1210a427-a772-4ad9-868b-78e34f372c3b,Ever Clinic,Glasgow,227 4D Ingram Street,,https://www.everclinic.co.uk/,ChIJrdZhMFZBiEgR13cgEjg4GFI,Advanced Scalp Therapies,NO
16112a7f-e363-4a3d-9d1e-96bc0ecc5134,Este Medical Group Glasgow,Glasgow,176 1st Floor Bath Street,,https://www.estemedicalgroup.uk/,ChIJW_XkXXxFiEgRivsNRy68aMo,Advanced Scalp Therapies,NO
4c1bf3f4-2fc2-4c2a-8e2a-5d88fc41d627,Cosmetologists,Grantham,6 High St,+44 7858 566995,https://cosmetologists.uk/,ChIJ475XglgxeEgR23M18b2Bhqk,Wig Specialist,NO
97417251-e880-4e05-8ba8-47c0a37bf81e,Wigs & Hair Pieces Academy,Grantham,27 High St,+44 7858 566995,https://girlisbeautyacademy.com/,ChIJ9-K0mbsxeEgR4r4_HmK523Y,Cosmetic Systems,NO
2c6ab146-51fd-4449-b0bf-76deb1bc7f7f,Toffs Bald Patch,Grantham,14 Main St,,,ChIJwZ_DrZ_TeUgRouGzN7JqBfQ,Cosmetic Systems,NO
5acd0bc9-c384-4226-84dc-d5ddaa7156cf,The Hair Clinic,Great Yarmouth,Danby Rd,+44 7933 548808,https://thehairclinic.godaddysites.com/,ChIJv0zWQQAF2kcRjbKWO0bPx8c,Both,NO
7293a349-7f4f-4f34-a363-70b44ab468d9,The Hair Monkey,Halesowen,17 Peckingham St,+44 7526 499500,https://www.thehairmonkey.com/,ChIJ22MPFnWXcEgRhpRAqbL0KR0,Cosmetic Systems,NO
a8dc7129-8d8f-40e1-95f8-0221de7df169,Braids & Fades Unisex Salon,Hereford,40 Commercial Rd,+44 1432 353700,https://www.facebook.com/share/15SE7U9NGC/?mibextid=wwXIfr,ChIJax0GATRKcEgR8V2n4kOi9sE,General Salon,NO
8222f402-5651-407b-8ef4-741e736b89ea,Tadpole Garden Village,Hereford,19 Mallory Cl,,,ChIJW8mz7wVKcEgRWEfqH-0bTDA,Cosmetic Systems,NO
7e2a4cc9-ed56-4e5f-8786-9b1cf773ed4b,HAIRLABUK,Hessle,"Within M-A Salons, 5 The Weir",+44 1482 526374,http://www.hairlabuk.co.uk/,ChIJ-8TxKWHreEgRiKvdEyRgPEQ,Cosmetic Systems,NO
fa57f83f-8e4d-47e0-8aa9-ab8504c8ebea,Shermin hair repair,Hockley,35 Main Rd,,https://sherminhairrepair.com/,ChIJO6-ghC3d2EcRVpHl8P3jeyc,Cosmetic Systems,NO
f7f08931-d1bd-45ff-887a-29ce2c7aa36d,Scalp Line,Hull,58 Albert Ave,+44 7895 798951,https://www.scalpline.net/,ChIJd2NnDOa_eEgRnFeMChk0eIs,Cosmetic Systems,NO
108a1885-88c4-4b11-8439-b5f0334b0b55,Cambridge hair replacement,Huntingdon,2 Mowlands,+44 1480 381611,,ChIJSzgePNjdd0gRN7EWZ-EOnPU,Cosmetic Systems,NO
66f68368-4987-49a0-b87d-a441a69ab410,London Hair Replacement - Hair Replacement Salon London,Ilford,"Charter House, 450 High Rd",+44 7785 627984,https://www.londonhairreplacement.co.uk/,ChIJX4ogqGWn2EcRuoe2Q2R6KJ4,Cosmetic Systems,NO
4d17d37e-b91b-4b9d-b7a5-318d53baa690,5 Star Hair,Ipswich,"5, Star Hair Studio, Off Market Pl, High St",+44 7947 892984,https://www.5starhair.co.uk/,ChIJj1D8wPWp2UcRszadmHaPdF4,Cosmetic Systems,NO
3d779fa7-4da7-47f7-aef2-04ce2b83fa83,Thomas Samson Hair & Co.,Kidderminster,46 George St,+44 1562 754511,,ChIJJfwvpVmMcEgRyAdmkGHdBGU,Cosmetic Systems,NO
cbf6d623-c646-43fa-af76-3a59204a834e,Authentic Locks,Leeds,225 Stainbeck Rd,+44 7568 534654,http://authenticlocks.co.uk/,ChIJH6NLOWBZeUgR7vlt2eHeHDk,Cosmetic Systems,NO
810b69d8-bb92-4fc4-bc80-c1157c541db3,Ripley Layne Hair Loss Solutions,Leeds,8-10 Station Rd,+44 113 260 1550,http://www.ripleylayne.co.uk/,ChIJaa0lsKREeUgRowN34nTNEow,Cosmetic Systems,NO
b1472ea8-f1b6-4b2a-b964-10a1fd5e71d6,Taylor Made Hair,Leeds,103A Selby Rd,+44 113 293 0791,http://www.taylormadehair.co.uk/,ChIJQb2Ur5ZceUgRBQeKliiGsVk,Cosmetic Systems,NO
29af1bc1-bdc8-45e6-999f-bb811a4616c4,Martin Hair & Scalp Clinic,Leicester,132 Victoria Park Rd,+44 7531 326692,https://www.martinhairscalpclinic.co.uk/,ChIJXZmuETFhd0gR0wqhduxDArA,Advanced Scalp Therapies,NO
4709870a-af2a-4025-ab6d-f352ce347116,Rose Beauty & Laser Clinic Leicester,Leicester,46 Melbourne Rd,+44 116 212 2484,https://www.facebook.com/rosebeautyleicester/,ChIJO21SqT9hd0gRXanuxbaJA2g,Advanced Scalp Therapies,NO
d92cc34a-30c8-43b4-9cf0-a0b286266700,Medinkx Aesthetics,Leicester,92 The Parade,+44 116 270 5260,http://www.medinkx.co.uk/,ChIJC6c_MUxhd0gRogp62p6w_a4,Cosmetic Systems,NO
216014f8-26d4-46cf-b987-dda52963dfe0,Healthy Hair Services,Leicester,University Rd,+44 7733 399976,https://girlisworld.space/,ChIJ_br7H3Nhd0gRclUaCNB1-C0,Cosmetic Systems,NO
ce933125-2b47-4fed-a00f-571b8f549531,De Montfort Hair Clinic,Leicester,100 Mill Ln,+44 116 319 4339,,ChIJFUGEvN5gd0gRdUu-rqBRGVI,Cosmetic Systems,NO
7bdfe00d-a168-4cea-b09e-3390f997f25c,The Hair Hive & Hair Loss Clinic - Anika Wilding Hair Artist,Leominster,12a Drapers Ln,+44 7870 572115,http://thehairhive.uk/,ChIJy_uGtjZHcEgRkb0DtU96ioA,Cosmetic Systems,NO
66b1b7a5-6889-4814-ba1b-37cba5c2c055,The Mens Room - Lichfield,Lichfield,22a Tamworth St,+44 1543 419043,,ChIJY6vs0WmncEgRkg90s2E2VZQ,Cosmetic Systems,NO
5156a8b2-5a43-4d9c-a9d4-2697f0e13f5c,Midlands Hair Loss Clinic,Lichfield,2C Bird St,+44 1543 222925,,ChIJ9aPcx-ancEgRyjf8btrmS_8,Cosmetic Systems,NO
07de67e4-cb84-45e1-bc10-2e79c94d0576,Hair Loss & Wigs Services,Lincoln,101 Manthorpe Rd,+44 7858 566995,https://girlisworld.space/,ChIJZ0gbN8QxeEgR2z_a5AYb364,Cosmetic Systems,NO
e4470bbc-3e94-4736-9cf4-a27f2ffa05bc,Girlis Beauty Academy,Lincoln,27 High St,+44 7858 566995,https://girlisbeautyacademy.com/,ChIJiTlMYlVbeEgR4iR8p9CZt74,Cosmetic Systems,NO
87c8e37a-8579-4a4d-ab27-43b6aaad476b,Kayleigh Jones Aesthetics and laser specialist,Liverpool,23 Windermere Dr,+44 7540 346611,http://www.kayleighjonesaesthetics.com/,ChIJRSGjQfAZe0gRK-Zg7_bMEVk,Cosmetic Systems,NO
f14f3bfd-2cbb-4d99-84c8-04b5ba8145a2,ScalpMed,Liverpool,12 Rodney St,+44 7516 778161,,ChIJY8_c38Uhe0gRSmw_RbaoV-U,Cosmetic Systems,NO
8837cfdb-c05e-497d-9374-37cd8cd25741,Walton Hair & Beauty Studio,Liverpool,202-204 Rice Ln,+44 151 523 2938,http://www.waltonhairandbeautystudio.co.uk/,ChIJEQNOmdoje0gRtxWky-NuzCo,Cosmetic Systems,NO
53ee1cf3-7067-4a06-b03d-30a459e668bf,Hair Loss & Wigs Services,Liverpool,"Hope Park, Hope University Hope Park",+44 7858 566995,https://healthyhair.style/,ChIJ-wd469Yhe0gRWUMwiPaRL88,Cosmetic Systems,NO
597e8bf6-f498-4eab-83c6-357314eb59be,Bev's Salon,Liverpool,10 Park Brow Dr,+44 7803 802679,,ChIJE0DncJIYe0gRDpzTkBWmWKU,Cosmetic Systems,NO
4b963a4a-ee7c-41bc-94ef-a65d2f815842,Rooted Confidence,Liverpool,"Phenix salon suites, Fenwick St",+44 7903 572587,https://rooted-confidence.square.site/,ChIJWcX84jche0gRNqMVLdoEqKo,Cosmetic Systems,NO
19763663-55ce-48b0-8647-beb2524cef2c,Vita Clinic Liverpool,Liverpool,"5, Emma Elliott Clinic, Liverpool Rd",+44 7464 962039,https://vitaclinicliverpool.co.uk/,ChIJgXLqgYAle0gRyW4OCo4RmVc,Cosmetic Systems,NO
07d4062d-47e2-4bd5-ad7f-7dabb88fa767,The Queen of Afro,Liverpool,12 Elkstone Rd,+44 7796 988733,,ChIJU_PN3SUje0gRD3jZKBFVOSY,Cosmetic Systems,NO
92caafcc-1e0a-4732-bacc-50e78359b266,Cleveets Hair,Liverpool,"Liffey Courts, 179 London Rd",+44 7831 625994,,ChIJfT4TDyshe0gRvNso16JkJ2o,Wig Specialist,NO
5ff6534e-30b9-450f-af9a-0dda7396dd11,Hair Additions,Liverpool,508 Prescot Rd,+44 151 259 9682,http://www.hairadditions.co.uk/,ChIJg9EzsMAhe0gRB4FiVa5wsC0,Cosmetic Systems,NO
1ab3752e-dc30-4b82-866c-264a8d9ace23,Origin Hair Makeup & Beauty,Liverpool,16 Lower Castle St,+44 151 236 6086,,ChIJMT-z_C0he0gRhsaAQ3L86Zo,General Salon,NO
b5357d71-49bc-42dc-8fc0-3003ee48d407,Wigsoftheworld,Liverpool,44 Barbour Dr,+44 7717 416346,,ChIJF1FFxr8je0gRwWoA9cOrH0s,Wig Specialist,NO
b79a7251-a6fe-4634-aa02-3d2a24b067dc,INKT,Liverpool,14-20 Pall Mall,,http://www.inkt-scalp.com/,ChIJ0z3Y4wghe0gRJ6Pajc6eaiM,Both,NO
ea765481-118b-4bcd-a970-186286de0f85,Hair Loss Laser Group,Liverpool,"Crosby Leisure Centre, Mariners Rd",+44 151 679 0100,,ChIJD35ltvcke0gRMpCBUAKc9xs,Cosmetic Systems,NO
8a243acd-34c3-4cee-a4b7-a6f2427523db,MCB My Cosmetic Boutique,Liverpool,199 Linacre Rd,+44 151 476 7567,,ChIJBxIJyowje0gRGb3K0O37iYM,Cosmetic Systems,NO
e2ab9b8d-4b94-4de9-af4f-0a5a1efd69b4,HT&RC,London,Parliament Street,,https://www.htandrc.com/,ChIJ05tm0Ouo2EcRFXc-wOYOnLw,Advanced Scalp Therapies,NO
707b2c3a-b8ab-4c3d-9291-6a67961a9dec,The Hair Confidante,London,25 Kingston Rd,,http://www.thehairconfidante.co.uk/,ChIJ5cPKGqQIdkgRTms0iZwb7MA,Both,NO
47294337-4219-4831-9a79-5b8fe410dc96,Skalp,London,33 Cavendish Square,,https://www.skalp.com/,ChIJRV0YkNQadkgRSu_APkLMpLQ,Advanced Scalp Therapies,NO
aefd2a43-309b-4e17-b874-dcc5a59657fd,The Belgravia Centre,London,9 Longmoore Street,,https://www.belgraviacentre.com/,ChIJ8b43_LIcdkgRvXFpv_1u55A,Advanced Scalp Therapies,NO
